words,sim,vsim
love|sex,6.77,0.008618935388970423
monk|oracl,5.0,0.0015346080308683441
cemeteri|woodland,2.08,0.007919508214335728
food|rooster,4.42,0.0029154775409878583
coast|hill,4.38,5.344636822471504E-4
forest|graveyard,1.85,0.002000691519370522
shore|woodland,3.08,0.002891732302092877
monk|slave,0.92,4.7325246738118515E-4
coast|forest,3.15,0.0022605737026965777
lad|wizard,0.92,0.0017641627143041329
chord|smile,0.54,0.004884618703921772
glass|magician,2.08,0.0041851695937240386
noon|string,0.54,0.0
rooster|voyag,0.62,8.016684297001716E-4
money|dollar,8.42,0.03391924378588482
money|cash,9.08,0.06263419130694134
money|currenc,9.04,0.07800413070789713
money|wealth,8.27,0.022700381128432555
money|properti,7.57,0.013976028639343047
money|possess,7.29,0.0022086715262591484
money|bank,8.5,0.047381969281968125
money|deposit,7.73,0.03904654160864414
money|withdraw,6.88,0.011832693758982889
money|launder,5.65,0.05909406813906537
money|oper,3.31,0.0019998827255692186
tiger|jaguar,8.0,0.005220375246634629
tiger|felin,8.0,0.008544071917292131
tiger|carnivor,7.08,0.007762763966500441
tiger|mammal,6.85,0.001597737670093552
tiger|anim,7.0,0.006882746246038214
tiger|organ,4.77,0.0
tiger|fauna,5.62,0.004003255791530301
tiger|zoo,5.87,0.021150442154479355
psycholog|psychiatri,8.08,0.08224018413535228
psycholog|anxieti,7.0,0.0482989089316544
psycholog|fear,6.85,0.009502945110330067
psycholog|depress,7.42,0.019242068802878855
psycholog|clinic,6.58,0.06615439897180847
psycholog|doctor,6.42,0.009091994367467012
psycholog|mind,7.69,0.04875994481712493
psycholog|health,7.23,0.011218338667510284
psycholog|scienc,6.71,0.026771335531043647
psycholog|disciplin,5.58,0.007522192783605397
psycholog|cognit,7.48,0.1735410276552399
planet|star,8.45,0.07500790547656722
planet|constel,8.06,0.0762621169941226
planet|moon,8.08,0.026771681569412637
planet|sun,8.02,0.06485986818937994
planet|galaxi,8.11,0.03234437879017957
planet|space,7.92,0.012530529074220946
planet|astronom,7.94,0.07875505771321148
preced|exampl,5.85,0.011769772479534353
preced|inform,3.85,0.004000627777943625
preced|cognit,2.81,0.0015668624055203953
preced|law,6.65,0.012974817965303084
preced|collect,2.5,0.0022767381561258557
preced|group,1.77,0.002621106667353266
preced|anteced,6.04,0.005478782744880396
cup|coffe,6.58,0.006923992877048563
cup|tablewar,6.85,0.0030758869336220815
cup|articl,2.4,0.002364501946858679
cup|artifact,2.92,0.0
cup|object,3.69,0.0
cup|entiti,2.15,0.0016414426941868177
cup|drink,7.25,0.006460659353707836
cup|food,5.0,0.0
cup|substanc,1.92,0.0012796985059155158
cup|liquid,5.9,0.0026310088763868244
jaguar|cat,7.42,0.004697533042021071
jaguar|car,7.27,0.024336506650166727
energi|secretari,1.81,0.015787424727871285
secretari|senat,5.06,0.008460562022331152
energi|laboratori,5.09,0.01141950949595022
comput|laboratori,6.78,0.03509710812185035
weapon|secret,6.06,0.010225712565598918
investig|effort,4.59,0.008900537637923988
news|report,8.16,0.08326266987055117
canyon|landscap,7.53,0.004617318865905261
imag|surfac,4.56,0.00945687780357615
discoveri|space,6.34,0.006335586096790783
water|seepag,6.56,0.024698690658007647
sign|recess,2.38,7.881658943690258E-4
mile|kilomet,8.66,0.008916291655459402
comput|news,4.47,0.0015618529616884373
territori|surfac,5.34,0.0
atmospher|landscap,3.69,0.002369748876292209
presid|medal,3.0,0.0028293657304691595
war|troop,8.13,0.014451471077014763
record|number,6.31,0.016898473888004254
skin|eye,6.22,0.00929560635523969
theater|histori,3.91,0.0013381023399311614
volunt|motto,2.56,0.0
prejudic|recognit,3.0,6.083039082254429E-4
decor|valor,5.63,0.03760833802758768
centuri|year,7.59,0.007957971847443733
centuri|nation,3.16,0.0029621919563997783
delay|racism,1.19,9.717938895633574E-4
delay|news,3.31,0.0022907548543165753
minist|parti,6.63,0.018627543504470614
peac|plan,4.75,0.001317723054484433
minor|peac,3.69,6.784670851510185E-4
attempt|peac,4.25,7.180324025319514E-4
govern|crisi,6.56,0.013863274481813757
deploy|departur,4.25,8.035016689613854E-4
deploy|withdraw,5.88,0.004464180128082606
energi|crisi,5.94,0.006799443561592803
announc|news,7.56,0.02030439295176557
announc|effort,2.75,0.0023394584039969795
stroke|hospit,7.03,0.014474817441423609
disabl|death,5.47,0.0014900987204121456
victim|emerg,6.47,0.004417727522398667
treatment|recoveri,7.91,0.03027740172417046
journal|associ,4.97,0.02005672883474011
doctor|personnel,5.0,7.90822279119006E-4
doctor|liabil,5.19,0.0012862663627326975
liabil|insur,7.03,0.09831683684341332
school|center,3.44,0.01035383384069786
reason|hypertens,2.31,0.0
reason|criterion,5.91,0.009068068773624616
hundr|percent,7.38,0.0032675058411176976
hospit|infrastructur,4.63,0.001374288086292098
death|row,5.25,0.02754443847068843
death|inmat,5.03,0.033281164876474284
lawyer|evid,6.69,0.01385479157634129
life|death,7.88,0.01841247201705114
life|term,4.5,0.009147120086743779
word|similar,4.75,0.01950529658675921
board|recommend,4.47,0.01892495951563092
governor|interview,3.25,0.001839213163938141
peac|atmospher,3.69,0.0014897764993079135
peac|insur,2.94,6.07170649561804E-4
territori|kilomet,5.28,0.0018759391515496074
travel|activ,5.0,0.004048935465020785
competit|price,6.44,0.007796493478556666
consum|confid,4.13,0.009118967036406293
consum|energi,4.75,0.01945849862231793
problem|airport,2.38,3.855520548957782E-4
car|flight,4.94,5.646581123171827E-4
credit|card,8.06,0.058626608630042126
credit|inform,5.31,0.008538762065462358
hotel|reserv,8.03,0.005019239682593102
groceri|money,5.94,0.004828338185385242
registr|arrang,6.0,0.0025186685963607147
arrang|accommod,5.41,0.002573720947812952
month|hotel,1.81,7.559700897399456E-4
type|kind,8.97,0.009456795038742385
arriv|hotel,6.0,0.003105933319143279
bed|closet,6.72,0.016020833325893494
closet|cloth,8.0,0.011783454910132824
situat|conclus,4.81,0.006190991876358023
situat|isol,3.88,7.647261111310791E-4
imparti|interest,5.16,0.006938127109365246
direct|combin,2.25,0.002278170371566354
street|place,6.44,0.01402990040811282
street|avenu,8.88,0.17517047458331736
street|block,6.88,0.035847874745810804
street|children,4.94,0.006992082501180415
list|proxim,2.56,0.003304188577063259
list|categori,6.38,0.019098390061674422
cell|phone,7.81,0.024311215582010267
product|hike,1.75,0.0
benchmark|index,4.25,0.057767605199760104
media|trade,3.88,0.004185185289634523
media|gain,2.88,0.005388619822811456
dividend|payment,7.63,0.05192672145349051
dividend|calcul,6.48,0.015164995708307153
calcul|comput,8.44,0.0169344815359539
currenc|market,7.5,0.014873972757406689
oil|stock,6.34,0.0052833644916747855
announc|product,3.38,0.002557908926457768
announc|warn,6.0,5.689342599899809E-4
profit|warn,3.88,0.0
profit|loss,7.63,0.024157265724469693
dollar|yen,7.78,0.032855707869368526
dollar|buck,9.22,0.003844539806096535
dollar|profit,7.38,0.00999662493402844
dollar|loss,6.09,0.003621259937208776
comput|softwar,8.5,0.06816864800315568
network|hardwar,8.31,0.014094427363131967
phone|equip,7.13,0.003032405083165487
equip|maker,5.91,0.0018757771624659334
luxuri|car,6.47,0.022039872133539983
five|month,3.38,0.004016118273679923
report|gain,3.63,8.923413720922646E-4
investor|earn,7.13,0.014797732856053366
liquid|water,7.89,0.00991331984835514
basebal|season,5.97,0.03524733150591127
game|victori,7.03,0.009938255472579649
game|team,7.69,0.035485772432413645
marathon|sprint,7.47,0.009534098508141872
game|seri,6.19,0.028877638129960605
game|defeat,6.97,0.007674795505627802
seven|seri,3.56,0.018631953487598676
seafood|sea,7.47,0.008739985292202873
seafood|food,8.34,0.03274899074475325
seafood|lobster,8.7,0.07694935341078178
lobster|food,7.81,0.002292524521115799
lobster|wine,5.7,0.0019409729510734906
food|prepar,6.22,0.01959090270977587
video|archiv,6.34,0.0016966004270874309
start|year,4.06,0.018246783215050702
start|match,4.47,0.004559938450351573
game|round,5.97,0.005715381635373249
box|round,7.61,0.012293848021449104
championship|tournament,8.36,0.08884097257605936
fight|defeat,7.41,0.01772364597152312
line|insur,2.69,0.0014105415235632149
day|summer,3.94,0.006248172699477579
summer|drought,7.16,0.007589303101742
summer|natur,5.63,0.0
day|dawn,7.53,0.0037115164815721673
natur|environ,8.31,0.04971159619438095
environ|ecolog,8.81,0.059113797293873414
natur|man,6.25,0.003082076684061888
man|woman,8.3,0.046668866003548096
man|governor,5.25,0.0020573642670557463
murder|manslaught,8.53,0.0480065052875214
soap|opera,7.94,0.03712845968805141
opera|perform,6.88,0.021063581255506652
life|lesson,5.94,0.006263120828775506
focus|life,4.06,0.009199104823799601
product|crew,6.25,0.006238394481672122
televis|film,7.72,0.03300969700271788
lover|quarrel,6.19,0.007018315969589719
viewer|serial,2.97,0.0027110093934602847
possibl|girl,1.94,0.0013235083433018441
popul|develop,3.75,0.0020676288912995066
moral|import,3.31,5.085622510757957E-4
moral|marriag,3.69,5.035797608129502E-4
gender|equal,6.41,0.07176317281117629
chang|attitud,5.44,0.011451653475691013
famili|plan,6.25,0.0038300468870794834
opera|industri,2.63,0.0
sugar|approach,0.88,4.6265912127622737E-4
practic|institut,3.19,0.010303368497079015
ministri|cultur,4.69,0.022901604721356487
problem|challeng,6.75,0.004457667471007981
size|promin,5.31,0.0016524371910660366
countri|citizen,7.31,0.01834669284654353
planet|peopl,5.75,0.001211507999857795
develop|issu,3.97,0.014236892118547293
experi|music,3.47,0.0038887091777089597
music|project,3.63,0.004464676212832074
glass|metal,5.56,0.00919275245913662
aluminum|metal,7.83,0.023168817400625902
chanc|credibl,3.88,0.0014074330590586653
exhibit|memorabilia,5.31,0.0215170265879131
concert|virtuoso,6.81,0.009204851599553346
rock|jazz,7.59,8.700366356515539E-4
museum|theater,7.19,0.005756653760096209
observ|architectur,4.38,5.423158661871359E-4
space|world,6.53,0.003741892931053249
preserv|world,6.19,0.005014245665102117
admiss|ticket,7.69,0.0100270651735269
shower|thunderstorm,6.31,0.029462303235789532
shower|flood,6.03,0.0029168640055548026
weather|forecast,8.34,0.30036449163370993
disast|area,6.25,0.0025063944501926105
governor|offic,6.34,0.07489835569660666
architectur|centuri,3.78,0.00953599469832964
