words,sim,vsim
love|sex,6.77,0.5364615748671557
coast|shore,9.1,0.7050605261227154
asylum|madhouse,8.87,0.5375688858762183
magician|wizard,9.02,0.8745251265596989
midday|noon,9.29,0.8390959768602886
furnace|stove,8.79,0.6336077308529745
food|fruit,7.52,0.625891678229809
bird|cock,7.1,0.5902327749808952
bird|crane,7.38,0.5423508843142346
tool|implement,6.46,0.5941522029243854
brother|monk,6.27,0.46067920096438714
crane|implement,2.69,0.4994991526140349
lad|brother,4.46,0.497397814399816
journey|car,5.85,0.486431835326795
monk|oracle,5.0,0.4932783847488871
cemetery|woodland,2.08,0.6129549002425615
food|rooster,4.42,0.531205121178219
coast|hill,4.38,0.4655934206632698
forest|graveyard,1.85,0.5032153856863394
shore|woodland,3.08,0.4856457517508893
monk|slave,0.92,0.5018647513260578
coast|forest,3.15,0.48865511413247353
lad|wizard,0.92,0.5083724358724255
chord|smile,0.54,0.4938866077926008
glass|magician,2.08,0.5195993499973768
noon|string,0.54,0.503738382056863
rooster|voyage,0.62,0.5236538903841916
money|dollar,8.42,0.7283129298743418
money|cash,9.08,0.8406849713762892
money|currency,9.04,0.7628103451652258
money|wealth,8.27,0.6806287963894297
money|property,7.57,0.5525798473526121
money|possession,7.29,0.4972511491595586
money|bank,8.5,0.6291015272455474
money|deposit,7.73,0.5982013254911405
money|withdrawal,6.88,0.5011938418365146
money|laundering,5.65,0.7231204104586721
money|operation,3.31,0.5154524472424318
tiger|jaguar,8.0,0.6039641330194809
tiger|feline,8.0,0.592496430291812
tiger|carnivore,7.08,0.6751230504701633
tiger|mammal,6.85,0.6143871970680973
tiger|animal,7.0,0.7072414428072659
tiger|organism,4.77,0.49448431386898595
tiger|fauna,5.62,0.5629017604261258
tiger|zoo,5.87,0.8657563308308324
psychology|psychiatry,8.08,0.6765743849271003
psychology|anxiety,7.0,0.7220568553976936
psychology|fear,6.85,0.6456918839895687
psychology|depression,7.42,0.543908562432109
psychology|clinic,6.58,0.5150646483773532
psychology|doctor,6.42,0.5020564723983063
psychology|mind,7.69,0.7227449893381669
psychology|health,7.23,0.5297734342339941
psychology|science,6.71,0.5376487513523971
psychology|discipline,5.58,0.7021086433840109
psychology|cognition,7.48,0.8744143424717263
planet|star,8.45,0.7683769351597793
planet|constellation,8.06,0.6961315866772654
planet|moon,8.08,0.5150196930838212
planet|sun,8.02,0.5618891797871034
planet|galaxy,8.11,0.783361322544548
planet|space,7.92,0.5053096753552788
planet|astronomer,7.94,0.7588678510204587
precedent|example,5.85,0.5196758442626013
precedent|information,3.85,0.4798429806157702
precedent|cognition,2.81,0.4887914632552789
precedent|law,6.65,0.7098669294736457
precedent|collection,2.5,0.4857801787175693
precedent|group,1.77,0.5005828484251458
precedent|antecedent,6.04,0.5270837812711209
cup|coffee,6.58,0.5561866701756346
cup|tableware,6.85,0.5102901294317127
cup|article,2.4,0.5130237125267685
cup|artifact,2.92,0.48377635762372484
cup|object,3.69,0.500315088185822
cup|entity,2.15,0.48590688403957005
cup|drink,7.25,0.5384636890716141
cup|food,5.0,0.5020397079644034
cup|substance,1.92,0.5014159536029732
cup|liquid,5.9,0.5062075809032364
jaguar|cat,7.42,0.5737808813699027
jaguar|car,7.27,0.7800225115648672
energy|secretary,1.81,0.5200444683195667
secretary|senate,5.06,0.5856439790498407
energy|laboratory,5.09,0.5074052085972094
computer|laboratory,6.78,0.6144400961358369
weapon|secret,6.06,0.5521560355190371
investigation|effort,4.59,0.5022602981803374
news|report,8.16,0.6289346669135972
canyon|landscape,7.53,0.4849803371309467
image|surface,4.56,0.540722882309346
discovery|space,6.34,0.5305767265591977
water|seepage,6.56,0.6814263109410832
sign|recess,2.38,0.5156613497438852
mile|kilometer,8.66,0.502123558757095
computer|news,4.47,0.5202089802372634
territory|surface,5.34,0.5017899827631122
atmosphere|landscape,3.69,0.5380354085657731
president|medal,3.0,0.4933700274144556
war|troops,8.13,0.5160027445766237
record|number,6.31,0.49557006818554594
skin|eye,6.22,0.6851144132654834
theater|history,3.91,0.5185265962395226
volunteer|motto,2.56,0.5619978380240862
prejudice|recognition,3.0,0.49158107519320476
decoration|valor,5.63,0.5724754188009371
century|year,7.59,0.4602432114485391
century|nation,3.16,0.521361788815739
delay|racism,1.19,0.4974021836389606
delay|news,3.31,0.505555319684673
minister|party,6.63,0.5078700257164918
peace|plan,4.75,0.5078607017163156
minority|peace,3.69,0.4725342387483502
attempt|peace,4.25,0.5136142783494564
government|crisis,6.56,0.5762228865860993
deployment|departure,4.25,0.526484332384659
deployment|withdrawal,5.88,0.5225234354038129
energy|crisis,5.94,0.5077284319012835
announcement|news,7.56,0.5558518454651354
announcement|effort,2.75,0.5103320577025326
stroke|hospital,7.03,0.5263858487204951
disability|death,5.47,0.528529320154685
victim|emergency,6.47,0.5007106963757926
treatment|recovery,7.91,0.6497164640646536
journal|association,4.97,0.619018580065775
doctor|personnel,5.0,0.5057777028239148
doctor|liability,5.19,0.5004534278101774
liability|insurance,7.03,0.8333717157026199
school|center,3.44,0.5012266841359034
reason|hypertension,2.31,0.4975661766739487
reason|criterion,5.91,0.5728584261637575
hundred|percent,7.38,0.5432824766371567
hospital|infrastructure,4.63,0.5143269260666405
death|row,5.25,0.538516314249083
death|inmate,5.03,0.6562998090779977
lawyer|evidence,6.69,0.649536494591504
life|death,7.88,0.6746016527391552
life|term,4.5,0.5148108352126912
word|similarity,4.75,0.5897878705457581
board|recommendation,4.47,0.6066798399982867
governor|interview,3.25,0.4738916564963004
peace|atmosphere,3.69,0.5045925347316181
peace|insurance,2.94,0.5025029272271329
territory|kilometer,5.28,0.5313353923158737
travel|activity,5.0,0.49577856666700965
competition|price,6.44,0.5750810540038854
consumer|confidence,4.13,0.4889429055070449
consumer|energy,4.75,0.5303305211241937
problem|airport,2.38,0.5008619822651783
car|flight,4.94,0.49004650466888305
credit|card,8.06,0.7041373617448742
credit|information,5.31,0.5205072959291526
hotel|reservation,8.03,0.5285299745942301
grocery|money,5.94,0.5238796211674798
registration|arrangement,6.0,0.5136699155925759
arrangement|accommodation,5.41,0.5214718481520392
month|hotel,1.81,0.5049680758849607
type|kind,8.97,0.5609836785813902
arrival|hotel,6.0,0.5112949982157617
bed|closet,6.72,0.5865826727678753
closet|clothes,8.0,0.5460009694296013
situation|conclusion,4.81,0.5708536087629434
situation|isolation,3.88,0.6095576371805761
impartiality|interest,5.16,0.5358103059743465
direction|combination,2.25,0.557380147160737
street|place,6.44,0.5407790179269789
street|avenue,8.88,0.8776738406772153
street|block,6.88,0.6219642956236521
street|children,4.94,0.5062106340452741
listing|proximity,2.56,0.4968279164393866
listing|category,6.38,0.49955697193739584
cell|phone,7.81,0.5597206495588296
production|hike,1.75,0.48271568217073835
benchmark|index,4.25,0.6611974474183502
media|trading,3.88,0.5062877302533936
media|gain,2.88,0.4975213419113753
dividend|payment,7.63,0.6487173224988578
dividend|calculation,6.48,0.6325792308229844
calculation|computation,8.44,0.7462987363452921
currency|market,7.5,0.5826398816623815
oil|stock,6.34,0.4938564229642282
announcement|production,3.38,0.48740944817944254
announcement|warning,6.0,0.5001835132245509
profit|warning,3.88,0.4677799755832936
profit|loss,7.63,0.5189146345985558
dollar|yen,7.78,0.697733230588149
dollar|buck,9.22,0.5332502568158995
dollar|profit,7.38,0.5385269387147318
dollar|loss,6.09,0.5082975014178457
computer|software,8.5,0.722945617971829
network|hardware,8.31,0.5067745793866978
phone|equipment,7.13,0.589245480729724
equipment|maker,5.91,0.5230612351338236
luxury|car,6.47,0.6779629748151014
five|month,3.38,0.5917283477153695
report|gain,3.63,0.47029090387770933
investor|earning,7.13,0.508420515101651
liquid|water,7.89,0.5569047736041207
baseball|season,5.97,0.47243147920666073
game|victory,7.03,0.564679639977829
game|team,7.69,0.49309735139212
marathon|sprint,7.47,0.6848764666421892
game|series,6.19,0.5020129212792894
game|defeat,6.97,0.5245818044268881
seven|series,3.56,0.5493169642727047
seafood|sea,7.47,0.5969479196620824
seafood|food,8.34,0.7540699125559809
seafood|lobster,8.7,0.8606115386975216
lobster|food,7.81,0.6358577887011865
lobster|wine,5.7,0.49958746604452625
food|preparation,6.22,0.6791091245117157
video|archive,6.34,0.5489901358685578
start|year,4.06,0.614747212288977
start|match,4.47,0.5058703892817104
game|round,5.97,0.4866802287522167
boxing|round,7.61,0.648733598610745
championship|tournament,8.36,0.6457107768660154
fighting|defeating,7.41,0.5533184731361676
line|insurance,2.69,0.5105639012105478
day|summer,3.94,0.5430312056415222
summer|drought,7.16,0.5589032778131554
summer|nature,5.63,0.5268286436510362
day|dawn,7.53,0.5938919123793721
nature|environment,8.31,0.6304790027513744
environment|ecology,8.81,0.7979260172391931
nature|man,6.25,0.574786758683636
man|woman,8.3,0.7306705519006489
man|governor,5.25,0.4875112922502988
murder|manslaughter,8.53,0.902838101560758
soap|opera,7.94,0.7398577954222347
opera|performance,6.88,0.6171913631716733
life|lesson,5.94,0.5077315874172643
focus|life,4.06,0.5215128973618409
production|crew,6.25,0.496464492636308
television|film,7.72,0.5103068483532288
lover|quarrel,6.19,0.6175959766864326
viewer|serial,2.97,0.4979402821519019
possibility|girl,1.94,0.47496358443998477
population|development,3.75,0.4996088339924902
morality|importance,3.31,0.591871241561845
morality|marriage,3.69,0.4849673667144912
gender|equality,6.41,0.7322272364272666
change|attitude,5.44,0.5395692885618585
family|planning,6.25,0.5172738969242756
opera|industry,2.63,0.46579296969866485
sugar|approach,0.88,0.49471829626785596
practice|institution,3.19,0.5279532376949738
ministry|culture,4.69,0.49435363331902615
problem|challenge,6.75,0.49616758142127515
size|prominence,5.31,0.4780585054409146
country|citizen,7.31,0.6184033551907878
planet|people,5.75,0.5076284342023036
development|issue,3.97,0.4621338778027252
experience|music,3.47,0.5027157373816655
music|project,3.63,0.5049937023039395
glass|metal,5.56,0.5449744798714655
aluminum|metal,7.83,0.6703958049275214
chance|credibility,3.88,0.4749282171845628
exhibit|memorabilia,5.31,0.7192249045053711
concert|virtuoso,6.81,0.6794569199497551
rock|jazz,7.59,0.4535340198949203
museum|theater,7.19,0.5118474599467332
observation|architecture,4.38,0.4926759000947969
space|world,6.53,0.49004675887977434
preservation|world,6.19,0.5083762671725733
admission|ticket,7.69,0.5461203917818649
shower|thunderstorm,6.31,0.5335766266331385
shower|flood,6.03,0.47269648503979056
weather|forecast,8.34,0.8357635230468876
disaster|area,6.25,0.5048483135598261
governor|office,6.34,0.6720662408962891
architecture|century,3.78,0.5914755216796941
